InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean,RiskScore,DataQualityRisk,ContractRisk,FinancialRisk
INV14292,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,227935.6,2027-05-08,Open spaces management - region 2,3677,154,154,0,0
INV14293,['ContractNumber'],[],Citywide Service Solutions Pty Ltd,180131.06,2028-04-24,Tree management maintenance services,3678,94,94,0,0
INV14294,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,197535.03,2026-12-26,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV14295,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,140048.74,2026-05-26,Integrated security services,3686,178,178,0,0
INV14296,['ContractNumber'],"['Provider', 'InvoiceAmount']",National Protective Services Pty Ltd,70322.81,2027-08-27,Integrated security services,3686,148,148,0,0
INV14297,['ContractNumber'],['InvoiceDate'],Reino International Pty Ltd T/A Duncan Solutions,188909.13,2027-11-03,Parking technology services,3623,135,120,15,0
INV14298,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,193457.68,2026-08-05,Parking technology services,3623,159,144,15,0
INV14299,['ContractNumber'],"['Provider', 'InvoiceAmount']",Calcorp Services Pty Ltd,74286.12,2025-02-08,Graffiti management and pressure cleaning services,3668,148,148,0,0
INV14300,['ContractNumber'],['InvoiceAmount'],Citywide Service Solutions Pty Ltd,62550.59,2025-11-06,Open spaces management - region 1,3676,124,124,0,0
INV14301,['ContractNumber'],['InvoiceDate'],National Protective Services Pty Ltd,230510.36,2025-01-20,Integrated security services,3686,120,120,0,0
INV14302,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,217889.99,2027-11-08,Building maintenance services,3630,159,144,15,0
INV14303,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,234740.79,2027-04-21,Open spaces management - region 1,3676,144,144,0,0
INV14304,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,158649.13,2028-01-23,Civil infrastructure services,3665,154,154,0,0
INV14305,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,2517.98,2025-10-14,Open spaces management - region 1,3676,178,178,0,0
INV14306,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,114878.26,2029-02-24,Tree management maintenance services,3678,183,178,5,0
INV14307,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,104321.65,2025-05-10,Street cleaning,3669,178,178,0,0
INV14308,['ContractNumber'],['InvoiceDate'],Cleanaway Waste Management Limited,164639.76,2029-07-06,Waste management services,3556,135,120,15,0
INV14309,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,24975.47,2029-01-11,Graffiti management and pressure cleaning services,3668,183,178,5,0
INV14310,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,200000.0,2026-05-29,Street cleaning,3669,178,178,0,0
INV14311,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,93904.8,2027-09-25,Civil infrastructure services,3665,178,178,0,0
INV14312,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,159978.98,2026-01-25,Civil infrastructure services,3665,120,120,0,0
INV14313,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,100000.0,2027-12-08,Street cleaning,3669,178,178,0,0
INV14314,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,66557.92,2025-06-07,Waste management services,3556,178,178,0,0
INV14315,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,0.0,2026-12-01,Street cleaning,3669,185,178,0,7
INV14316,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,179321.76,2028-11-13,Integrated security services,3686,193,178,15,0
INV14317,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,156089.23,2029-11-15,Graffiti management and pressure cleaning services, ,154,144,10,0
INV14318,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2025-08-16,Civil infrastructure services,3665,178,178,0,0
INV14319,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,97721.83,2025-04-22,Open spaces management - region 1,3676,144,144,0,0
INV14320,['ContractNumber'],['Provider'],Showtime Event Group Pty Ltd,29690.73,2027-10-27,Melbourne Town Hall venue management, ,124,114,10,0
INV14321,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,178649.65,2029-03-09,Open spaces management - region 1, ,158,148,10,0
INV14322,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,207922.3,2028-08-21,Open spaces management - region 1,3676,144,144,0,0
INV14323,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2027-02-23,Tree management maintenance services,3678,178,178,0,0
INV14324,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,209017.72,2029-06-05,Open spaces management - region 1,3676,193,178,15,0
INV14325,['ContractNumber'],['InvoiceDate'],Menzies International (Aust) Pty Ltd,48302.0,2028-01-18,Building cleaning services,3634,135,120,15,0
INV14326,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,89975.73,2026-05-25,Graffiti management and pressure cleaning services,3668,154,154,0,0
INV14327,['ContractNumber'],"['Provider', 'InvoiceAmount']",Victorian YMCA Community Programming Pty Ltd,0.0,2027-09-27,Management of Active Melbourne recreation facilities,3615,170,148,15,7
INV14328,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,169777.25,2026-04-17,Open spaces management - region 2,3677,178,178,0,0
INV14329,['ContractNumber'],"['Provider', 'InvoiceAmount']",SERCO,195021.95,2028-11-17,Open spaces management - region 2,3677,148,148,0,0
INV14330,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,100000.0,2026-07-03,Parking technology services,3623,193,178,15,0
INV14331,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,100000.0,2028-08-07,Building cleaning services,3634,193,178,15,0
INV14332,['ContractNumber'],"['Provider', 'InvoiceAmount', 'ContractTitle']",National Protective Services Pty Ltd,100000.0,2025-09-15,Integrated security services,3686,182,182,0,0
INV14333,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,163029.95,2029-07-01,Building maintenance services,3630,159,144,15,0
INV14334,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,180607.69,2025-06-28,Tree management maintenance services, ,158,148,10,0
INV14335,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,131525.44,2029-10-07,Open spaces management - region 1,3676,159,144,15,0
INV14336,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,166484.21,2027-08-03,Management of Active Melbourne recreation facilities,3615,159,144,15,0
INV14337,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,116174.24,2028-04-29,Parking technology services,3623,193,178,15,0
INV14338,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,200000.0,2026-03-09,Building maintenance services,3630,154,154,0,0
INV14339,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,187060.15,2025-05-07,Vehicle tow away and impound services, ,154,144,10,0
INV14340,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,183254.52,2026-12-29,Open spaces management - region 1,3676,148,148,0,0
INV14341,['ContractNumber'],"['Provider', 'InvoiceAmount']",Showtime Event Group Pty Ltd,100000.0,2026-06-03,Melbourne Town Hall venue management,3670,148,148,0,0
INV14342,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,100000.0,2029-05-11,Management of Active Melbourne recreation facilities,3615,193,178,15,0
INV14343,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,155600.81,2029-09-22,Street cleaning,3669,159,144,15,0
INV14344,['ContractNumber'],[],SERCO,17958.07,2025-09-18,Open spaces management - region 2,3677,94,94,0,0
INV14345,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,139487.78,2026-03-12,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV14346,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,0.0,2028-01-04,Waste management services,3556,200,178,15,7
INV14347,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2025-04-15,Tree management maintenance services, ,188,178,10,0
INV14348,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,114123.56,2028-07-08,Building cleaning services,3634,193,178,15,0
INV14349,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,106319.3,2028-03-10,Integrated security services,3686,149,144,5,0
INV14350,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,86815.8,2027-03-18,Integrated security services,3686,144,144,0,0
INV14351,['ContractNumber'],"['Provider', 'InvoiceAmount']",National Protective Services Pty Ltd,200000.0,2027-03-28,Integrated security services,3686,148,148,0,0
INV14352,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,200000.0,2027-12-25,Building maintenance services,3630,193,178,15,0
INV14353,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,74469.43,2029-12-14,Melbourne Town Hall venue management,3670,193,178,15,0
INV14354,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,0.0,2029-08-13,Building cleaning services,3634,200,178,15,7
INV14355,['ContractNumber'],[],SERCO,35846.29,2026-02-28,Open spaces management - region 2,3677,94,94,0,0
INV14356,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,102597.34,2027-05-27,Open spaces management - region 1,3676,178,178,0,0
INV14357,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Citywide Service Solutions Pty Ltd,203808.52,2027-01-09,Civil infrastructure services,3665,212,212,0,0
INV14358,['ContractNumber'],[],Cleanaway Waste Management Limited,107260.22,2027-03-22,Waste management services,3556,109,94,15,0
INV14359,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,49621.77,2028-08-29,Waste management services,3556,193,178,15,0
INV14360,['ContractNumber'],['Provider'],Nationwide Towing Services,153186.58,2027-08-19,Vehicle tow away and impound services,3585,129,114,15,0
INV14361,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,0.0,2026-10-23,Graffiti management and pressure cleaning services,3668,161,154,0,7
INV14362,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,61009.97,2029-08-03,Waste management services,3556,193,178,15,0
INV14363,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,200624.59,2028-07-07,Building maintenance services,3630,169,154,15,0
INV14364,['ContractNumber'],['Provider'],SERCO,198148.35,2025-07-06,Open spaces management - region 2,3677,114,114,0,0
INV14365,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,15031.27,2029-01-09,Melbourne Town Hall venue management,3670,144,144,0,0
INV14366,['ContractNumber'],['Provider'],Reino International Pty Ltd T/A Duncan Solutions,219739.31,2029-08-14,Parking technology services,3623,129,114,15,0
INV14367,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,57238.37,2029-11-19,Graffiti management and pressure cleaning services,3668,193,178,15,0
INV14368,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,82965.93,2027-09-30,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV14369,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,202060.37,2027-11-03,Vehicle tow away and impound services,3585,193,178,15,0
INV14370,['ContractNumber'],"['Provider', 'InvoiceAmount']",National Protective Services Pty Ltd,8915.93,2025-04-10,Integrated security services,3686,148,148,0,0
INV14371,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,140893.56,2029-09-09,Parking technology services, ,164,154,10,0
INV14372,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,183590.34,2029-11-11,Graffiti management and pressure cleaning services,3668,193,178,15,0
INV14373,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,161320.8,2025-08-03,Waste management services,3556,144,144,0,0
INV14374,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,38587.14,2026-03-09,Parking technology services,3623,183,178,5,0
INV14375,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,103901.11,2029-06-29,Open spaces management - region 2,3677,159,144,15,0
INV14376,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,93791.86,2029-10-06,Waste management services,3556,193,178,15,0
INV14377,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,225208.61,2029-01-10,Street cleaning,3669,183,178,5,0
INV14378,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,133250.37,2025-04-03,Parking technology services,3623,178,178,0,0
INV14379,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,247209.86,2028-09-03,Waste management services, ,188,178,10,0
INV14380,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,171299.64,2026-08-25,Street cleaning,3669,178,178,0,0
INV14381,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,100000.0,2027-12-16,Melbourne Town Hall venue management,3670,178,178,0,0
INV14382,['ContractNumber'],['Provider'],Showtime Event Group Pty Ltd,152693.82,2025-05-06,Melbourne Town Hall venue management,3670,114,114,0,0
INV14383,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,100000.0,2028-05-17,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV14384,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,,2025-01-30,Building maintenance services,3630,229,229,0,0
INV14385,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,246120.36,2029-08-05,Tree management maintenance services,3678,193,178,15,0
INV14386,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,0.0,2027-11-29,Integrated security services,3686,185,178,0,7
INV14387,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,200000.0,2027-02-11,Vehicle tow away and impound services,3585,193,178,15,0
INV14388,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,140070.51,2028-04-11,Open spaces management - region 2,3677,154,154,0,0
INV14389,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,7144.91,2027-06-25,Open spaces management - region 2,3677,154,154,0,0
INV14390,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,200000.0,2027-01-06,Waste management services,3556,169,154,15,0
INV14391,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,234746.12,2027-10-23,Open spaces management - region 1,3676,120,120,0,0
INV14392,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,166748.36,2028-05-29,Open spaces management - region 2,3677,154,154,0,0
INV14393,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,48233.54,2027-05-13,Building cleaning services,3634,159,144,15,0
INV14394,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,59885.33,2027-02-14,Building cleaning services,3634,193,178,15,0
INV14395,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,217146.91,2029-12-16,Melbourne Town Hall venue management,3670,193,178,15,0
INV14396,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,76216.35,2029-11-26,Building cleaning services,3634,159,144,15,0
INV14397,['ContractNumber'],"['InvoiceDate', 'ContractTitle']",SERCO,24340.27,2025-02-09,Open spaces management - region 2,3677,154,154,0,0
INV14398,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,24816.87,2027-09-27,Graffiti management and pressure cleaning services, ,188,178,10,0
INV14399,['ContractNumber'],['InvoiceDate'],Cleanaway Waste Management Limited,192364.6,2027-03-22,Waste management services,3556,135,120,15,0
INV14400,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,165110.51,2026-06-24,Management of Active Melbourne recreation facilities,3615,144,144,0,0
INV14401,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,110791.54,2029-07-10,Tree management maintenance services,3678,169,154,15,0
INV14402,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,32097.29,2028-09-28,Building cleaning services,3634,159,144,15,0
INV14403,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,144086.84,2029-10-28,Vehicle tow away and impound services,3585,159,144,15,0
INV14404,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,157740.86,2029-06-05,Open spaces management - region 2,3677,169,154,15,0
INV14405,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2029-05-28,Civil infrastructure services,3665,193,178,15,0
INV14406,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,49282.69,2028-06-27,Melbourne Town Hall venue management,3670,144,144,0,0
INV14407,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,123655.07,2026-08-17,Parking technology services,3623,193,178,15,0
INV14408,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,151666.79,2029-08-19,Building maintenance services,3630,169,154,15,0
INV14409,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,87416.72,2028-10-28,Open spaces management - region 1,3676,178,178,0,0
INV14410,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,65709.89,2028-02-02,Parking technology services,3623,193,178,15,0
INV14411,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,163523.48,2027-06-30,Waste management services,3556,159,144,15,0
INV14412,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2029-01-19,Open spaces management - region 1,3676,190,178,5,7
INV14413,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,99587.64,2027-11-05,Street cleaning,3669,178,178,0,0
INV14414,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,49697.49,2029-07-31,Management of Active Melbourne recreation facilities,3615,159,144,15,0
INV14415,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,206163.06,2029-11-14,Tree management maintenance services,3678,163,148,15,0
INV14416,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,84600.85,2027-02-05,Melbourne Town Hall venue management,3670,144,144,0,0
INV14417,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,50093.51,2025-05-24,Open spaces management - region 2,3677,154,154,0,0
INV14418,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,39544.85,2025-05-02,Graffiti management and pressure cleaning services,3668,120,120,0,0
INV14419,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,156724.56,2026-02-04,Tree management maintenance services,3678,148,148,0,0
INV14420,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,28520.2,2029-11-13,Vehicle tow away and impound services,3585,193,178,15,0
INV14421,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,100000.0,2025-06-06,Management of Active Melbourne recreation facilities,3615,178,178,0,0
INV14422,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2025-06-17,Open spaces management - region 1,3676,178,178,0,0
INV14423,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,1886.41,2028-07-28,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV14424,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,156636.24,2025-02-25,Management of Active Melbourne recreation facilities,3615,144,144,0,0
INV14425,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,174769.32,2028-12-16,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV14426,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,84825.9,2028-05-30,Civil infrastructure services,3665,183,178,5,0
INV14427,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,181714.85,2027-02-28,Waste management services,3556,193,178,15,0
INV14428,['ContractNumber'],['InvoiceDate'],Reino International Pty Ltd T/A Duncan Solutions,177522.21,2027-02-21,Parking technology services, ,130,120,10,0
INV14429,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,72966.26,2029-09-29,Integrated security services,3686,159,144,15,0
INV14430,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,62228.23,2025-05-29,Melbourne Town Hall venue management,3670,178,178,0,0
INV14431,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",SERCO,,2027-08-02,Open spaces management - region 2,3677,229,229,0,0
INV14432,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,49042.8,2028-06-20,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV14433,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,0.0,2026-12-13,Integrated security services,3686,161,154,0,7
INV14434,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,42012.34,2025-04-15,Melbourne Town Hall venue management,3670,154,154,0,0
INV14435,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,107979.11,2028-11-25,Street cleaning,3669,178,178,0,0
INV14436,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,79035.17,2028-01-29,Building maintenance services,3630,169,154,15,0
INV14437,['ContractNumber'],['InvoiceDate'],Spotless Facility Services Pty Ltd,245703.39,2029-08-05,Street cleaning,3669,135,120,15,0
INV14438,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,169683.64,2025-07-09,Management of Active Melbourne recreation facilities,3615,144,144,0,0
INV14439,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2028-09-29,Management of Active Melbourne recreation facilities,3615,193,178,15,0
INV14440,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,108478.82,2028-07-29,Tree management maintenance services,3678,144,144,0,0
INV14441,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,72834.04,2028-09-14,Parking technology services,3623,159,144,15,0
INV14442,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Spotless Facility Services Pty Ltd,0.0,2025-10-02,Street cleaning,3669,219,212,0,7
INV14443,['ContractNumber'],['InvoiceAmount'],Spotless Facility Services Pty Ltd,21694.35,2025-12-05,Street cleaning,3669,124,124,0,0
INV14444,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2027-05-09,Vehicle tow away and impound services,3585,169,154,15,0
INV14445,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,0.0,2027-02-12,Parking technology services,3623,170,148,15,7
INV14446,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,103227.33,2029-06-13,Management of Active Melbourne recreation facilities,3615,159,144,15,0
INV14447,['ContractNumber'],"['Provider', 'InvoiceAmount']",Victorian YMCA Community Programming Pty Ltd,171569.22,2027-06-11,Management of Active Melbourne recreation facilities,3615,153,148,5,0
INV14448,['ContractNumber'],['InvoiceAmount'],Nationwide Towing Services,179307.07,2026-04-05,Vehicle tow away and impound services,3585,124,124,0,0
INV14449,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,185180.28,2029-09-18,Waste management services,3556,159,144,15,0
INV14450,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,118487.19,2029-07-16,Street cleaning, ,158,148,10,0
INV14451,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,,2027-11-05,Management of Active Melbourne recreation facilities,3615,244,229,15,0
INV14452,['ContractNumber'],[],Citywide Service Solutions Pty Ltd,74200.53,2027-07-02,Tree management maintenance services,3678,94,94,0,0
INV14453,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,34017.0,2029-05-09,Civil infrastructure services, ,130,120,10,0
INV14454,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,100000.0,2027-02-06,Integrated security services,3686,178,178,0,0
INV14455,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,134634.88,2028-06-17,Vehicle tow away and impound services,3585,193,178,15,0
