InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean
INV22903,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,,2026-08-07,Integrated security services,3686
INV22904,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,100000.0,2026-09-30,Building maintenance services,3630
INV22905,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,100000.0,2028-03-08,Street cleaning,3669
INV22906,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,37971.68,2025-12-20,Street cleaning,3669
INV22907,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,146234.8,2025-12-06,Tree management maintenance services,3678
INV22908,['ContractNumber'],['InvoiceDate'],Spotless Facility Services Pty Ltd,235598.93,2028-06-05,Street cleaning,3669
INV22909,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,59953.83,2026-02-25,Vehicle tow away and impound services,3585
INV22910,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,157418.19,2028-05-03,Tree management maintenance services,3678
INV22911,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,4744.31,2025-05-30,Street cleaning,3669
INV22912,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,90000.95,2027-10-15,Open spaces management - region 1, 
INV22913,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,249337.79,2025-11-27,Civil infrastructure services,3665
INV22914,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,147556.67,2028-03-18,Building maintenance services,3630
INV22915,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,150687.58,2028-01-04,Waste management services,3556
INV22916,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,148589.85,2026-07-24,Vehicle tow away and impound services,3585
INV22917,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2025-02-13,Tree management maintenance services,3678
INV22918,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,13466.63,2028-08-16,Open spaces management - region 2,3677
INV22919,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,100000.0,2026-09-19,Management of Active Melbourne recreation facilities,3615
INV22920,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,62588.73,2026-03-14,Tree management maintenance services,3678
INV22921,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2029-05-06,Management of Active Melbourne recreation facilities,3615
INV22922,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,13968.21,2026-10-10,Civil infrastructure services,3665
INV22923,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,166328.01,2029-03-25,Graffiti management and pressure cleaning services,3668
INV22924,['ContractNumber'],"['Provider', 'InvoiceAmount']",Showtime Event Group Pty Ltd,135919.11,2027-06-11,Melbourne Town Hall venue management,3670
INV22925,['ContractNumber'],['InvoiceAmount'],Victorian YMCA Community Programming Pty Ltd,200000.0,2027-11-10,Management of Active Melbourne recreation facilities,3615
INV22926,['ContractNumber'],[],Calcorp Services Pty Ltd,120720.68,2025-06-23,Graffiti management and pressure cleaning services,3668
INV22927,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Citywide Service Solutions Pty Ltd,200000.0,2025-09-23,Open spaces management - region 1,3676
INV22928,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,0.0,2026-03-31,Management of Active Melbourne recreation facilities,3615
INV22929,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,39527.11,2028-02-16,Civil infrastructure services,3665
INV22930,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,189999.88,2027-04-16,Open spaces management - region 2,3677
INV22931,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,0.0,2026-07-02,Open spaces management - region 2,3677
INV22932,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Spotless Facility Services Pty Ltd,0.0,2025-07-30,Street cleaning,3669
INV22933,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,6550.47,2029-05-12,Open spaces management - region 1,3676
INV22934,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,0.0,2029-06-17,Open spaces management - region 1,3676
INV22935,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,46887.79,2025-11-28,Open spaces management - region 2,3677
INV22936,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,54134.91,2027-05-02,Integrated security services,3686
INV22937,['ContractNumber'],"['Provider', 'InvoiceAmount']",Menzies International (Aust) Pty Ltd,106511.77,2026-12-14,Building cleaning services,3634
INV22938,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,0.0,2028-09-16,Parking technology services,3623
INV22939,['ContractNumber'],"['Provider', 'InvoiceAmount', 'ContractTitle']",Spotless Facility Services Pty Ltd,181331.99,2025-02-27,Street cleaning,3669
INV22940,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,6739.55,2028-10-28,Graffiti management and pressure cleaning services,3668
INV22941,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,107597.54,2026-01-25,Open spaces management - region 1,3676
INV22942,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,166005.43,2026-12-29,Melbourne Town Hall venue management,3670
INV22943,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,0.0,2029-10-10,Building maintenance services,3630
INV22944,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,100000.0,2026-01-28,Parking technology services,3623
INV22945,['ContractNumber'],"['Provider', 'InvoiceAmount']",Programmed Facility Management Pty Ltd,3595.34,2028-06-14,Building maintenance services,3630
INV22946,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,124413.1,2026-01-12,Vehicle tow away and impound services,3585
INV22947,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,159226.67,2027-01-19,Tree management maintenance services,3678
INV22948,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,5857.37,2028-07-13,Building maintenance services,3630
INV22949,['ContractNumber'],['InvoiceDate'],Showtime Event Group Pty Ltd,160358.87,2029-07-28,Melbourne Town Hall venue management,3670
INV22950,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,136771.14,2027-03-09,Open spaces management - region 1,3676
INV22951,['ContractNumber'],"['Provider', 'InvoiceAmount']",Showtime Event Group Pty Ltd,0.0,2027-12-08,Melbourne Town Hall venue management,3670
INV22952,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,146135.08,2029-09-25,Building cleaning services,3634
INV22953,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,200000.0,2028-01-16,Open spaces management - region 2,3677
INV22954,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,145056.69,2029-06-05,Street cleaning,3669
INV22955,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,168518.64,2026-10-20,Graffiti management and pressure cleaning services,3668
INV22956,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,12062.99,2028-12-28,Waste management services,3556
INV22957,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,175908.81,2028-09-24,Tree management maintenance services,3678
INV22958,"['ContractTitle', 'ContractNumber']","['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2029-07-24,Integrated security services, 
INV22959,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,132009.61,2026-02-28,Vehicle tow away and impound services,3585
INV22960,['ContractNumber'],"['Provider', 'InvoiceAmount']",Cleanaway Waste Management Limited,54212.31,2025-06-20,Waste management services,3556
INV22961,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,96219.45,2028-05-05,Melbourne Town Hall venue management, 
INV22962,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,201457.67,2029-12-04,Management of Active Melbourne recreation facilities,3615
INV22963,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,129457.39,2025-02-20,Building maintenance services,3630
INV22964,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,207178.6,2027-09-27,Open spaces management - region 1,3676
INV22965,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,174088.0,2026-03-30,Waste management services,3556
INV22966,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,109659.92,2026-06-13,Management of Active Melbourne recreation facilities,3615
INV22967,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,197020.24,2025-11-12,Waste management services,3556
INV22968,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,124046.04,2026-03-12,Street cleaning,3669
INV22969,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,95062.45,2028-12-18,Vehicle tow away and impound services,3585
INV22970,['ContractNumber'],['Provider'],Victorian YMCA Community Programming Pty Ltd,238593.66,2028-08-14,Management of Active Melbourne recreation facilities,3615
INV22971,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,230991.31,2027-05-20,Integrated security services,3686
INV22972,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,100000.0,2027-10-18,Street cleaning, 
INV22973,['ContractNumber'],[],Reino International Pty Ltd T/A Duncan Solutions,161826.74,2029-07-28,Parking technology services,3623
INV22974,['ContractNumber'],['InvoiceDate'],Cleanaway Waste Management Limited,249301.2,2026-01-15,Waste management services,3556
INV22975,['ContractNumber'],"['Provider', 'InvoiceAmount']",SERCO,7866.3,2026-06-24,Open spaces management - region 2,3677
INV22976,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,69917.98,2025-07-14,Vehicle tow away and impound services,3585
INV22977,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,65474.36,2027-10-23,Building cleaning services,3634
INV22978,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,244038.93,2026-01-20,Open spaces management - region 2,3677
INV22979,['ContractNumber'],['Provider'],SERCO,22147.68,2025-09-02,Open spaces management - region 2,3677
INV22980,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,226888.25,2025-08-07,Building cleaning services,3634
INV22981,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200283.28,2025-04-20,Open spaces management - region 1,3676
INV22982,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,30739.08,2029-04-01,Street cleaning,3669
INV22983,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,149241.18,2028-09-12,Melbourne Town Hall venue management,3670
INV22984,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,52575.42,2028-05-14,Vehicle tow away and impound services,3585
INV22985,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,70524.05,2025-05-26,Street cleaning,3669
INV22986,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2028-12-04,Management of Active Melbourne recreation facilities,3615
INV22987,['ContractNumber'],['Provider'],Programmed Facility Management Pty Ltd,218875.98,2026-06-26,Building maintenance services,3630
INV22988,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,216548.97,2026-06-06,Management of Active Melbourne recreation facilities,3615
INV22989,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2029-04-18,Management of Active Melbourne recreation facilities,3615
INV22990,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,151511.39,2025-07-16,Civil infrastructure services,3665
INV22991,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,102341.87,2028-01-06,Melbourne Town Hall venue management,3670
INV22992,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,160597.31,2025-06-11,Waste management services,3556
INV22993,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,169154.09,2025-01-20,Vehicle tow away and impound services,3585
INV22994,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,16140.7,2025-03-20,Graffiti management and pressure cleaning services,3668
INV22995,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Spotless Facility Services Pty Ltd,161516.89,2029-11-30,Street cleaning,3669
INV22996,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,65318.83,2028-02-02,Management of Active Melbourne recreation facilities,3615
INV22997,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,200000.0,2027-12-22,Building maintenance services,3630
INV22998,['ContractNumber'],['InvoiceDate'],Nationwide Towing Services,32132.83,2026-05-21,Vehicle tow away and impound services,3585
INV22999,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,64221.87,2028-09-22,Tree management maintenance services,3678
INV23000,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,200000.0,2026-10-04,Graffiti management and pressure cleaning services, 
INV23001,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,219520.91,2025-11-02,Melbourne Town Hall venue management,3670
INV23002,['ContractNumber'],"['Provider', 'InvoiceAmount', 'ContractTitle']",Citywide Service Solutions Pty Ltd,235026.71,2026-05-29,Tree management maintenance services,3678
INV23003,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,173038.3,2027-05-08,Building cleaning services,3634
INV23004,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,249935.32,2028-06-30,Open spaces management - region 1,3676
INV23005,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,173092.91,2027-11-17,Graffiti management and pressure cleaning services, 
INV23006,['ContractNumber'],['Provider'],Spotless Facility Services Pty Ltd,211178.92,2028-03-08,Street cleaning,3669
INV23007,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,200827.4,2028-02-16,Street cleaning,3669
INV23008,['ContractNumber'],['InvoiceDate'],Nationwide Towing Services,123103.15,2029-11-24,Vehicle tow away and impound services, 
INV23009,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,192905.66,2025-03-19,Graffiti management and pressure cleaning services,3668
INV23010,['ContractNumber'],['InvoiceDate'],Cleanaway Waste Management Limited,72269.43,2027-05-31,Waste management services,3556
INV23011,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,140701.97,2025-05-22,Graffiti management and pressure cleaning services,3668
INV23012,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,143196.27,2026-04-02,Open spaces management - region 1,3676
INV23013,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,218203.52,2027-07-27,Open spaces management - region 2,3677
INV23014,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,200000.0,2025-01-06,Vehicle tow away and impound services, 
INV23015,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,47661.19,2026-10-24,Building maintenance services,3630
INV23016,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,8053.93,2027-12-03,Graffiti management and pressure cleaning services,3668
INV23017,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2025-11-02,Open spaces management - region 1,3676
INV23018,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,0.0,2027-06-08,Vehicle tow away and impound services,3585
INV23019,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,225946.61,2029-11-12,Vehicle tow away and impound services,3585
INV23020,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,100000.0,2025-05-10,Building maintenance services,3630
INV23021,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,196691.5,2025-01-02,Civil infrastructure services,3665
INV23022,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,199932.63,2025-01-03,Open spaces management - region 2,3677
INV23023,['ContractNumber'],['Provider'],Showtime Event Group Pty Ltd,152648.33,2029-03-22,Melbourne Town Hall venue management,3670
INV23024,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,83896.51,2028-04-02,Integrated security services,3686
INV23025,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,194187.02,2029-06-17,Graffiti management and pressure cleaning services,3668
INV23026,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,37219.84,2028-03-03,Street cleaning,3669
INV23027,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",National Protective Services Pty Ltd,167634.93,2027-07-20,Integrated security services,3686
INV23028,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,234445.69,2029-05-12,Tree management maintenance services,3678
INV23029,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,139330.82,2025-11-17,Street cleaning,3669
INV23030,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,0.0,2027-04-01,Street cleaning,3669
INV23031,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,12724.57,2029-12-24,Melbourne Town Hall venue management,3670
INV23032,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,108119.16,2028-01-06,Graffiti management and pressure cleaning services,3668
INV23033,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,129157.55,2025-09-20,Street cleaning, 
INV23034,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,92856.7,2027-11-06,Civil infrastructure services,3665
INV23035,['ContractNumber'],[],Calcorp Services Pty Ltd,25744.58,2027-10-26,Graffiti management and pressure cleaning services,3668
INV23036,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,77808.47,2027-06-29,Civil infrastructure services,3665
INV23037,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,119447.56,2027-08-26,Integrated security services,3686
INV23038,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,119136.45,2028-07-25,Parking technology services,3623
INV23039,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,235668.71,2025-12-31,Waste management services,3556
INV23040,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,192757.36,2028-01-21,Building cleaning services,3634
INV23041,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2026-02-08,Tree management maintenance services,3678
INV23042,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,200000.0,2028-01-11,Vehicle tow away and impound services,3585
INV23043,['ContractNumber'],['InvoiceDate'],Nationwide Towing Services,108363.84,2025-02-25,Vehicle tow away and impound services,3585
INV23044,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,137653.81,2027-09-16,Open spaces management - region 2,3677
INV23045,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,76043.15,2025-03-05,Melbourne Town Hall venue management,3670
INV23046,['ContractNumber'],['InvoiceDate'],Reino International Pty Ltd T/A Duncan Solutions,42370.19,2026-01-29,Parking technology services,3623
INV23047,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,116458.83,2029-06-23,Open spaces management - region 1,3676
INV23048,['ContractNumber'],['InvoiceAmount'],SERCO,123271.85,2029-11-27,Open spaces management - region 2,3677
INV23049,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,78081.83,2027-06-06,Vehicle tow away and impound services,3585
INV23050,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,239650.61,2027-09-03,Civil infrastructure services,3665
INV23051,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,27064.35,2026-06-08,Management of Active Melbourne recreation facilities,3615
INV23052,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,175951.26,2028-05-26,Open spaces management - region 1,3676
INV23053,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,248621.83,2025-10-12,Integrated security services,3686
INV23054,['ContractNumber'],['InvoiceDate'],Victorian YMCA Community Programming Pty Ltd,27450.46,2027-12-29,Management of Active Melbourne recreation facilities,3615
INV23055,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,205551.67,2029-10-26,Tree management maintenance services,3678
INV23056,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,138904.55,2027-07-08,Melbourne Town Hall venue management,3670
INV23057,['ContractNumber'],['Provider'],Spotless Facility Services Pty Ltd,94463.41,2025-07-14,Street cleaning,3669
INV23058,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,18646.84,2025-03-22,Open spaces management - region 2,3677
INV23059,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,159977.17,2025-08-23,Vehicle tow away and impound services,3585
INV23060,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Programmed Facility Management Pty Ltd,163177.32,2026-05-01,Building maintenance services,3630
INV23061,['ContractNumber'],['InvoiceAmount'],Citywide Service Solutions Pty Ltd,176227.3,2026-05-29,Tree management maintenance services,3678
INV23062,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,49504.79,2027-07-11,Graffiti management and pressure cleaning services,3668
INV23063,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,182839.07,2025-01-08,Civil infrastructure services,3665
INV23064,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,114673.16,2028-03-02,Tree management maintenance services,3678
INV23065,['ContractNumber'],"['Provider', 'InvoiceAmount']",Programmed Facility Management Pty Ltd,167625.59,2029-09-02,Building maintenance services,3630
INV23066,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,191356.47,2027-08-06,Tree management maintenance services,3678
INV23067,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,12569.9,2025-04-02,Melbourne Town Hall venue management,3670
INV23068,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,35496.28,2028-03-25,Melbourne Town Hall venue management,3670
INV23069,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,161145.34,2025-12-11,Open spaces management - region 1,3676
INV23070,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,12314.97,2027-08-28,Integrated security services,3686
INV23071,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,217787.25,2027-01-26,Open spaces management - region 1,3676
INV23072,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,24038.89,2027-09-19,Integrated security services,3686
INV23073,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,47043.39,2029-11-03,Building maintenance services,3630
INV23074,['ContractNumber'],"['Provider', 'InvoiceAmount']",National Protective Services Pty Ltd,100000.0,2025-09-23,Integrated security services,3686
INV23075,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,18304.16,2029-09-17,Vehicle tow away and impound services,3585
INV23076,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,116060.07,2026-03-19,Parking technology services,3623
INV23077,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,66680.09,2025-08-09,Graffiti management and pressure cleaning services,3668
INV23078,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,156031.18,2028-03-14,Building maintenance services,3630
INV23079,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,207117.53,2026-02-05,Tree management maintenance services, 
INV23080,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,160705.63,2027-09-08,Tree management maintenance services,3678
INV23081,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2025-01-15,Management of Active Melbourne recreation facilities,3615
INV23082,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,100000.0,2027-06-06,Waste management services,3556
INV23083,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Showtime Event Group Pty Ltd,100000.0,2028-01-04,Melbourne Town Hall venue management,3670
