ds,ForecastSpend,yhat_lower,yhat_upper,Provider_Clean,ContractTitle_Clean,ContractNumber_Clean
2026-08-01,14109616.058747206,11759757.201219628,16496345.809921473,National Protective Services Pty Ltd,Integrated security services,3686
2026-09-01,14641797.865864262,12268873.72484524,16988713.099480394,National Protective Services Pty Ltd,Integrated security services,3686
2026-10-01,14165764.36173942,11613117.195369637,16748316.208015908,National Protective Services Pty Ltd,Integrated security services,3686
2026-11-01,13459093.697581945,10986031.541623203,15900477.891641324,National Protective Services Pty Ltd,Integrated security services,3686
2026-12-01,16095199.692426028,13731727.77763172,18676693.914400816,National Protective Services Pty Ltd,Integrated security services,3686
2027-01-01,12648585.155362697,10231693.289139671,15187739.149979647,National Protective Services Pty Ltd,Integrated security services,3686
2027-02-01,13411669.402882442,10921582.029088693,15876677.677895492,National Protective Services Pty Ltd,Integrated security services,3686
2027-03-01,13307832.143080061,10933344.779725537,15935750.38041583,National Protective Services Pty Ltd,Integrated security services,3686
2027-04-01,13038755.799841207,10560931.7409067,15397401.507179817,National Protective Services Pty Ltd,Integrated security services,3686
2027-05-01,14521349.799912421,12133917.033992214,16831516.994125474,National Protective Services Pty Ltd,Integrated security services,3686
2027-06-01,14308481.844444614,11882567.460270885,16689112.036355207,National Protective Services Pty Ltd,Integrated security services,3686
2027-07-01,13881490.69952381,11368192.16738257,16230410.240125006,National Protective Services Pty Ltd,Integrated security services,3686
2027-08-01,14482915.888209729,12232179.787706917,16992957.699540537,National Protective Services Pty Ltd,Integrated security services,3686
2027-09-01,13695227.662615797,11154248.015132135,16186639.349542305,National Protective Services Pty Ltd,Integrated security services,3686
2027-10-01,13703835.817425922,11249017.02568002,16268126.145844547,National Protective Services Pty Ltd,Integrated security services,3686
2027-11-01,12883447.457511783,10287056.472047238,15312138.731324613,National Protective Services Pty Ltd,Integrated security services,3686
2027-12-01,16575148.012696682,14116584.470466057,19066990.80632934,National Protective Services Pty Ltd,Integrated security services,3686
2028-01-01,12868259.153082222,10464835.226726323,15471924.598588433,National Protective Services Pty Ltd,Integrated security services,3686
2028-02-01,13252035.816484008,10827590.404359182,15599940.982506633,National Protective Services Pty Ltd,Integrated security services,3686
2028-03-01,14577938.629029082,11926334.47329385,16933787.47380217,National Protective Services Pty Ltd,Integrated security services,3686
2028-04-01,13791160.52137437,11332859.459427059,16243059.33335236,National Protective Services Pty Ltd,Integrated security services,3686
2028-05-01,14305245.73514183,11682397.961940052,16665348.53982784,National Protective Services Pty Ltd,Integrated security services,3686
2028-06-01,12663378.358033765,10196611.880366936,15098482.46952278,National Protective Services Pty Ltd,Integrated security services,3686
2028-07-01,13537644.019419024,11194645.694613963,16243676.225259302,National Protective Services Pty Ltd,Integrated security services,3686
2028-08-01,12481686.48289416,10051293.160008743,14776626.359476266,National Protective Services Pty Ltd,Integrated security services,3686
2028-09-01,15655289.359324906,13193767.876953194,17830322.821793437,National Protective Services Pty Ltd,Integrated security services,3686
2028-10-01,14277104.5533933,12045938.829593861,16983254.212562505,National Protective Services Pty Ltd,Integrated security services,3686
2028-11-01,13834502.320827661,11495634.448181815,16257465.323220393,National Protective Services Pty Ltd,Integrated security services,3686
2028-12-01,14337657.019880302,11878072.716344891,16778243.98949831,National Protective Services Pty Ltd,Integrated security services,3686
2029-01-01,11349964.87908614,8873773.359378519,13619368.631058963,National Protective Services Pty Ltd,Integrated security services,3686
2029-02-01,12846834.387371313,10283948.78962058,15294974.84073657,National Protective Services Pty Ltd,Integrated security services,3686
2029-03-01,13881870.170263076,11412489.783033134,16415680.180852631,National Protective Services Pty Ltd,Integrated security services,3686
2029-04-01,13252678.151900701,10879436.933738133,15673811.251382658,National Protective Services Pty Ltd,Integrated security services,3686
2029-05-01,14083661.873662848,11595314.93433251,16707685.991341408,National Protective Services Pty Ltd,Integrated security services,3686
2029-06-01,12927449.831764901,10476338.907175673,15370095.919205396,National Protective Services Pty Ltd,Integrated security services,3686
2029-07-01,13376481.237981064,11157362.131861111,15889843.656035582,National Protective Services Pty Ltd,Integrated security services,3686
2029-08-01,12886274.005478024,10520521.394240014,15610374.6731517,National Protective Services Pty Ltd,Integrated security services,3686
2029-09-01,14739264.447906338,12278143.763574734,17152775.56465008,National Protective Services Pty Ltd,Integrated security services,3686
2029-10-01,13800863.655873677,11268688.092414513,16174866.309030011,National Protective Services Pty Ltd,Integrated security services,3686
2029-11-01,13219974.044024905,10684177.938947152,15661585.135009706,National Protective Services Pty Ltd,Integrated security services,3686
2029-12-01,14792743.886971083,12380469.681998694,17245751.86188868,National Protective Services Pty Ltd,Integrated security services,3686
2030-01-01,11585823.599027365,9110316.86602651,14124761.914119393,National Protective Services Pty Ltd,Integrated security services,3686
2030-02-01,12720050.118888682,10376662.39199089,15370392.711385772,National Protective Services Pty Ltd,Integrated security services,3686
2030-03-01,13179845.944292696,10729736.112352971,15770178.695841387,National Protective Services Pty Ltd,Integrated security services,3686
2030-04-01,12723251.543177977,10195442.230956318,15193061.238676785,National Protective Services Pty Ltd,Integrated security services,3686
2030-05-01,13877251.379345866,11379379.562711462,16443588.682373686,National Protective Services Pty Ltd,Integrated security services,3686
2030-06-01,13197529.997748122,10911214.12896844,15574565.861929804,National Protective Services Pty Ltd,Integrated security services,3686
2030-07-01,13212703.262710111,10673298.74245731,15563285.233068755,National Protective Services Pty Ltd,Integrated security services,3686
2030-08-01,13274976.39654209,10843651.193374528,15627222.218208408,National Protective Services Pty Ltd,Integrated security services,3686
2030-09-01,13807073.136017498,11390055.21251346,16159169.062256124,National Protective Services Pty Ltd,Integrated security services,3686
2030-10-01,13330957.308364017,10931330.213182438,15740777.743672252,National Protective Services Pty Ltd,Integrated security services,3686
2030-11-01,12624201.576543646,10338950.24564878,15038269.750520887,National Protective Services Pty Ltd,Integrated security services,3686
2030-12-01,15260225.247835483,12875456.476509785,17646446.62966892,National Protective Services Pty Ltd,Integrated security services,3686
2031-01-01,11813525.64313948,9388005.950708538,14292803.261596574,National Protective Services Pty Ltd,Integrated security services,3686
2025-01-01,12304185.735852899,9857978.195686044,14597289.689162806,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-02-01,12784553.332851004,10719673.519808581,15176838.85158295,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-03-01,13904100.557678225,11387169.861313313,16421174.378977234,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-04-01,13440383.652120754,11088784.98730896,15871666.405583449,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-05-01,15445727.811128326,13047490.26603564,17647199.518960565,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-06-01,15188492.021087423,12851112.935459536,17540174.8356191,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-07-01,14809188.505013179,12397398.362193596,17153653.382720653,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-08-01,14628479.071082994,12214049.31483109,17104359.479484264,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-09-01,14538625.632129628,11942277.209602207,16831280.576548632,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-10-01,14268350.935999427,11849952.26757043,16814782.168947965,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-11-01,14950514.093013206,12649159.40013892,17289638.76001668,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-12-01,16338129.656961026,13894426.294003844,18919925.053332068,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-01-01,12454389.3457154,9957705.731467286,14862191.400530938,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-02-01,12597574.101245807,10243753.843788316,15020369.13161499,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-03-01,13626222.722452385,11167762.893633666,16103005.18069876,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-04-01,14083586.168211138,11590609.512037849,16646031.296251127,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-05-01,14289970.082607234,11766795.604969412,16726310.171383806,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-06-01,14329010.301000386,11886098.04484043,16683483.03940135,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-07-01,14648477.251376426,12235599.502032321,16999176.513369773,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-08-01,14567568.586767934,12049826.486774558,16905990.010310445,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-09-01,14071625.613411147,11839321.179580338,16545774.348184668,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-10-01,14861709.223499015,12630005.509688353,17215279.253863703,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-11-01,14664474.855350168,12099651.320148481,16947633.43476529,Nationwide Towing Services,Vehicle tow away and impound services,3585
2026-12-01,14549063.612794446,12269957.092520408,17063264.163583707,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-01-01,12629559.317700814,10229315.444098653,15085100.399917983,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-02-01,12415720.130006574,10043209.130903091,14817220.910643483,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-03-01,13353692.28195121,10969317.25289595,15707866.217864543,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-04-01,14710564.446227241,12346759.131620841,17258434.020184387,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-05-01,13113459.104827784,10649685.56844074,15551527.204246668,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-06-01,13479976.913206223,11030558.710538689,15718693.478432585,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-07-01,14503123.920555625,12148023.800183488,16859530.609232057,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-08-01,14510845.85536263,12023567.036384033,16734728.10286509,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-09-01,13612871.893526059,11267095.180249086,15919181.477413386,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-10-01,15447734.067336671,12899782.875238512,17859401.926995307,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-11-01,14346055.404585894,11929619.86355339,16806088.856036,Nationwide Towing Services,Vehicle tow away and impound services,3585
2027-12-01,12765286.977977486,10444165.949235093,15144883.673053226,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-01-01,12829561.181035025,10569184.85136629,15275165.992120642,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-02-01,12238705.331687545,9872071.7256647,14534265.520374294,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-03-01,12928278.34312303,10460220.217235778,15309511.991183704,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-04-01,11522452.165119719,8914572.449331898,13943881.262886722,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-05-01,15320350.348558277,12819243.653884562,17912920.149476264,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-06-01,14798089.95371462,12353654.451104626,17323658.124658406,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-07-01,13725878.337365156,11195577.991558615,16191170.935661912,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-08-01,13434447.999220852,11025647.030339219,15948899.355710551,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-09-01,13754609.24785781,11337467.43449212,16285816.658549542,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-10-01,12409241.404269906,10020088.848755304,14790802.382318083,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-11-01,13944614.40336025,11370797.49334361,16276627.638500363,Nationwide Towing Services,Vehicle tow away and impound services,3585
2028-12-01,16871379.446266375,14336638.186624007,19390571.771344848,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-01-01,11044729.071031697,8568712.547363052,13740327.282913996,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-02-01,11525096.667640653,9145817.608465562,13929186.933273757,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-03-01,12644643.892106779,10396902.108944321,15168564.313304389,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-04-01,12180926.98612448,9849018.561706027,14705123.278906588,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-05-01,14186271.144728336,11708431.560065737,16579840.948914343,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-06-01,13929035.354365826,11306431.047661433,16348004.5112629,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-07-01,13549731.837987997,11185757.276725048,16012524.909188641,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-08-01,13369022.40369401,11033103.175179899,15776511.2836639,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-09-01,13279168.964373773,10811820.817815345,15590415.61078641,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-10-01,13008894.267791776,10582526.820166511,15528895.761522753,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-11-01,13691057.424461598,11342135.20907407,16077823.567771887,Nationwide Towing Services,Vehicle tow away and impound services,3585
2029-12-01,15078672.988085052,12697721.487216692,17517946.583602272,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-01-01,11194932.676512929,8796108.762389572,13561010.488567445,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-02-01,11338117.431740832,9025058.048225146,13632926.718885485,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-03-01,12366766.052566038,10009101.52059806,14734660.871071676,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-04-01,12824129.497912569,10312595.88618809,15387086.022933647,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-05-01,13030513.411922246,10643744.972461576,15427406.360355383,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-06-01,13069553.629918672,10573976.351719622,15463931.547304729,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-07-01,13389020.579909993,10943627.50662243,15864997.631758776,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-08-01,13308111.91490395,10819241.295522166,15728954.326418515,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-09-01,12812168.941254098,10496244.784395,15249056.091080578,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-10-01,13602252.551068736,11165775.284340264,15868955.698876152,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-11-01,13405018.182653192,10829765.447486559,15823923.141030494,Nationwide Towing Services,Vehicle tow away and impound services,3585
2030-12-01,13289606.939843548,10868475.56039448,15779280.705865037,Nationwide Towing Services,Vehicle tow away and impound services,3585
2031-01-01,11370102.644382227,8880452.318299774,13688028.887215745,Nationwide Towing Services,Vehicle tow away and impound services,3585
2025-01-01,11947410.510359615,9406191.833998105,14851883.05337313,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-02-01,14376849.826060211,11412516.744433805,17144264.830897,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-03-01,15726306.202941455,13066638.299200542,18426634.852679905,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-04-01,15681132.693873886,12917983.779844722,18400234.53606118,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-05-01,15488766.737506742,12804184.658315111,18290201.00437983,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-06-01,14594846.56479723,11913912.414237516,17552652.787041184,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-07-01,14413538.177199505,11430147.205891654,17246591.48433274,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-08-01,15660794.466417393,12675603.925086796,18414667.353031673,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-09-01,14612876.937231349,11868754.990180345,17253114.824234914,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-10-01,14152366.70242592,11479808.208179345,16842099.928545423,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-11-01,15834486.037713867,13103888.386644699,18675513.48462403,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-12-01,16290098.86176054,13671768.194483753,19208997.784722462,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-01-01,12324336.895307826,9559565.643848492,15216838.19319414,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-02-01,13154046.69034848,10375238.880473975,16187599.926003693,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-03-01,16754975.372726511,14029546.35286124,19597522.99634664,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-04-01,14032636.381980632,11121905.215978494,16743250.891099501,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-05-01,15665841.902033692,12860681.84486605,18342172.712321304,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-06-01,14069581.190185186,11392690.562168688,16822123.915993273,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-07-01,13435097.285363365,10536944.545503827,16078091.894485787,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-08-01,15817363.11775467,12994285.793064518,18662530.637880072,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-09-01,14538281.569574133,11747205.478832033,17388755.015218224,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-10-01,14244003.494905122,11620285.079492403,17146701.478057586,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-11-01,14443070.52347697,11505400.360509688,17231586.718993675,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2026-12-01,15752386.285723098,12877155.013437798,18403049.180388946,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-01-01,12702758.901622135,9784740.662537185,15425129.221286068,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-02-01,11938198.99584187,9156625.941508232,14549022.676302249,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-03-01,17771830.561270002,15007021.048441632,20369182.551910955,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-04-01,12371848.95397229,9663740.369637636,15283727.057879865,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-05-01,15850174.602210863,13246092.985805552,18611788.79631138,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-06-01,13535506.651178092,10849693.409254774,16345769.02706532,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-07-01,12469112.064896207,9731783.692421371,15058314.512213977,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-08-01,15987751.757439703,13128225.222870313,18999095.66917193,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-09-01,14461340.863384737,11604640.678547174,17205796.734778132,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-10-01,14314425.104892474,11435166.913409779,17111436.446414065,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-11-01,13042111.743367057,10361435.016891606,15789640.48417234,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2027-12-01,15234670.206834337,12594061.155990994,17911506.043191873,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-01-01,13082054.784549886,10412982.971702375,15831688.890138939,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-02-01,10729651.107456364,8318957.350114962,13531744.964070354,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-03-01,13181710.278132485,10417508.267458105,15871026.164477484,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-04-01,15811048.41897119,13057360.490463248,18568114.791872982,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-05-01,13813837.337456334,11026591.350463988,16643232.0447742,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-06-01,13605672.99573752,10817588.58605281,16420704.266650653,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-07-01,13898441.692303883,11070016.695389496,16767219.985840838,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-08-01,14013164.073413827,11152472.534333691,16777105.811657857,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-09-01,13180273.537446976,10200079.439524308,16000810.780785121,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-10-01,12534339.6611947,9494412.583370749,15175407.607959239,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-11-01,15709700.122263744,13012360.697632326,18522918.072642654,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2028-12-01,15341938.88612054,12580145.280047951,18108474.63603907,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-01-01,10441783.497813081,7658567.556250568,13090623.464920025,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-02-01,12871188.542184409,10055287.481568465,15723711.274534551,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-03-01,14220613.964296084,11543820.02947138,16963140.08417441,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-04-01,14175406.183704294,11546302.148206256,17037853.285729736,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-05-01,13983007.061323382,11195993.870311283,16725167.234970476,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-06-01,13089052.617133927,10256778.845488416,15953754.48430304,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-07-01,12907711.063587837,10076205.477013808,15620540.712578753,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-08-01,14154933.081127647,11565359.128825158,17063910.422748543,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-09-01,13106981.280258508,10509685.750529673,15833019.030045426,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-10-01,12646437.879268287,9924804.04431902,15391835.728103364,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-11-01,14328522.942677092,11534193.522966214,16911241.231157515,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2029-12-01,14784102.600417994,12117226.177056067,17392397.68855998,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-01-01,10818306.3621,7844492.312078665,13680151.575927014,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-02-01,11647981.885280106,8824316.299487242,14625007.101889316,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-03-01,15248879.612638498,12571861.252811972,17896409.572948586,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-04-01,12526506.350223813,9920992.425470265,15294623.085767347,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-05-01,14159678.704254799,11467808.853025319,17060691.95420984,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-06-01,12563383.7208225,9697201.49122904,15153189.218919296,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-07-01,11928866.649817318,9138316.9374532,14655846.780718328,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-08-01,14311098.21048633,11432675.394572377,16978767.92715936,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-09-01,13031982.39040106,10176683.637604164,15807772.15690716,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-10-01,12737671.149366695,10166354.051467724,15505190.944770077,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-11-01,12936703.906207338,10198081.164085753,15991734.379319519,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2030-12-01,14245986.502255563,11789810.290293904,16965152.092407495,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2031-01-01,11196324.846250199,8509241.926542794,13895031.305481637,Programmed Facility Management Pty Ltd,Building maintenance services,3630
2025-01-01,12231294.413926158,9627208.370788794,14715188.262319434,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-02-01,13601396.056116471,11057987.933818664,16147687.846601319,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-03-01,15218906.980984004,12415570.463648038,17817542.000420723,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-04-01,13625681.34200627,11075424.459868463,16021000.731626932,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-05-01,14228969.291890454,11645748.461802509,16796459.09019101,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-06-01,14752142.939667568,12045100.561740698,17423799.27032058,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-07-01,15202579.078990921,12598328.80916857,17652143.854270495,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-08-01,15860310.09549478,13307101.637656394,18285570.43466774,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-09-01,13229998.357355544,10805613.24372411,15825997.416579317,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-10-01,15068224.330779541,12355388.774030896,17555005.85458258,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-11-01,15456032.046108104,12810043.800752833,18195240.880845077,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-12-01,15047931.137712862,12542140.144141123,17689256.2318092,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-01-01,11848422.212226907,9414212.66301473,14573997.77157274,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-02-01,13997833.131199732,11456006.032230137,16488194.795621613,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-03-01,15102019.04602276,12323317.351322604,17694910.83585987,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-04-01,13637626.43568601,11077636.039371714,16215609.445418386,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-05-01,13771458.295422291,11106616.001352385,16320484.65267784,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-06-01,14502418.186826978,11950353.790929671,17199248.347731527,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-07-01,13969475.402455555,11264240.482427841,16560470.062660908,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-08-01,16307556.589551602,13726212.488419596,18842162.89254782,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-09-01,13285337.722752716,10615744.651149502,15856188.134542737,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-10-01,15188847.55288647,12586261.197302114,17701764.52393706,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-11-01,15696464.153401608,13008354.492859183,18454469.04983895,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2026-12-01,13373594.972705426,10801782.049498774,15911259.43000309,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-01-01,11496073.350433111,8745184.784109244,13980404.215206495,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-02-01,14407315.028442511,12016789.75531101,16913762.84360167,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-03-01,14978250.67638015,12396313.627858065,17591426.172380365,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-04-01,13639982.490958894,11038947.066821126,16174902.471172284,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-05-01,13304521.507479144,10758164.381768864,15792485.478215205,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-06-01,14243490.690539395,11539243.155910846,16749592.793898804,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-07-01,12751751.746480715,10143491.713549625,15358765.524411729,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-08-01,16776168.288268689,14300643.531166356,19447174.36869102,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-09-01,13342660.467077304,10632580.485374952,15975156.843948724,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-10-01,15301674.817344021,12801895.004211953,17784750.2105986,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-11-01,15908285.099041902,13253126.82600671,18506876.05284705,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2027-12-01,11694462.198229332,9219938.61737925,14295661.207138032,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-01-01,11174655.424314035,8524510.543835672,13823719.293156048,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-02-01,14829101.805853046,12298290.471419845,17599353.477977578,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
