Provider_Clean,ContractTitle_Clean,ContractNumber_Clean,ds,ForecastSpend,yhat_lower,yhat_upper
National Protective Services Pty Ltd,Integrated security services,3686,2026-07-01,34823810.75439588,29536203.064241752,40012537.70676149
National Protective Services Pty Ltd,Integrated security services,3686,2026-08-01,33935210.24703512,28541262.02808327,39771583.04396022
National Protective Services Pty Ltd,Integrated security services,3686,2026-09-01,34655793.25172918,29312886.774350774,39526990.60683719
National Protective Services Pty Ltd,Integrated security services,3686,2026-10-01,33830231.60299315,28759466.5102568,39177148.36475653
National Protective Services Pty Ltd,Integrated security services,3686,2026-11-01,34847375.73511982,29317790.57774932,39930935.99130131
National Protective Services Pty Ltd,Integrated security services,3686,2026-12-01,36519061.01347795,31278957.172630657,42143843.214603096
National Protective Services Pty Ltd,Integrated security services,3686,2027-01-01,30317944.832192898,25350350.677084938,35745939.004104
National Protective Services Pty Ltd,Integrated security services,3686,2027-02-01,32625615.09373129,27302138.01915582,37790883.03228083
National Protective Services Pty Ltd,Integrated security services,3686,2027-03-01,32257288.641306523,27018477.991541352,37653877.11020443
National Protective Services Pty Ltd,Integrated security services,3686,2027-04-01,33193958.26715519,28136055.62182053,38635301.88063118
National Protective Services Pty Ltd,Integrated security services,3686,2027-05-01,36463808.58051104,31182641.68020812,42134277.65304102
National Protective Services Pty Ltd,Integrated security services,3686,2027-06-01,32513633.97362017,27160977.860529862,37784913.34700199
National Protective Services Pty Ltd,Integrated security services,3686,2027-07-01,34337849.72521153,29037716.998146016,39451398.88564336
National Protective Services Pty Ltd,Integrated security services,3686,2027-08-01,34585388.46021421,29525590.36719605,40009638.299137086
National Protective Services Pty Ltd,Integrated security services,3686,2027-09-01,32961295.9553532,28154366.227066457,38645733.28547
National Protective Services Pty Ltd,Integrated security services,3686,2027-10-01,32196813.09548243,26861535.284516394,37100531.43056201
National Protective Services Pty Ltd,Integrated security services,3686,2027-11-01,34356992.797486655,29052606.265606284,39784286.41653171
National Protective Services Pty Ltd,Integrated security services,3686,2027-12-01,36317413.86061122,31005535.45199389,41572240.94090929
National Protective Services Pty Ltd,Integrated security services,3686,2028-01-01,30799242.79068498,25072529.744820632,35678822.13280063
National Protective Services Pty Ltd,Integrated security services,3686,2028-02-01,32221403.08461181,26908159.19048765,37324892.01187895
National Protective Services Pty Ltd,Integrated security services,3686,2028-03-01,36099742.9326982,31147363.33359097,40875074.69360948
National Protective Services Pty Ltd,Integrated security services,3686,2028-04-01,32548182.703087147,27055091.665021565,37624010.68475285
National Protective Services Pty Ltd,Integrated security services,3686,2028-05-01,34376682.628723696,29204291.66378661,39610130.350407496
National Protective Services Pty Ltd,Integrated security services,3686,2028-06-01,32010313.29329166,26819981.114257704,37292330.42565405
National Protective Services Pty Ltd,Integrated security services,3686,2028-07-01,33289525.13573755,27910111.29616677,38607870.27455405
National Protective Services Pty Ltd,Integrated security services,3686,2028-08-01,30031292.053768583,24210353.744568296,35094632.64997329
National Protective Services Pty Ltd,Integrated security services,3686,2028-09-01,35407842.38258381,30380121.001896217,40666583.58701206
National Protective Services Pty Ltd,Integrated security services,3686,2028-10-01,34613288.90614372,29586495.206527404,39675840.135212734
National Protective Services Pty Ltd,Integrated security services,3686,2028-11-01,33385579.16725486,28210832.260419305,38472157.38151359
National Protective Services Pty Ltd,Integrated security services,3686,2028-12-01,34442374.51901541,29442037.543184984,39663533.77080995
National Protective Services Pty Ltd,Integrated security services,3686,2029-01-01,26803376.644766428,21318255.83910201,31992470.06647374
National Protective Services Pty Ltd,Integrated security services,3686,2029-02-01,30788604.205215957,25659474.2858669,36362465.62858584
National Protective Services Pty Ltd,Integrated security services,3686,2029-03-01,33977340.19420811,28859654.05620529,39451647.27227814
National Protective Services Pty Ltd,Integrated security services,3686,2029-04-01,31891097.29816627,26599113.336545546,37057278.09205
National Protective Services Pty Ltd,Integrated security services,3686,2029-05-01,34220152.15721581,28739662.12749561,39577825.322831824
National Protective Services Pty Ltd,Integrated security services,3686,2029-06-01,31331044.410768885,26005918.127064794,36854785.46799254
National Protective Services Pty Ltd,Integrated security services,3686,2029-07-01,32785907.86338964,27332649.00791887,37534330.31630066
National Protective Services Pty Ltd,Integrated security services,3686,2029-08-01,30728487.65205092,25366908.78096537,35862856.27824176
National Protective Services Pty Ltd,Integrated security services,3686,2029-09-01,33783419.46772611,28931887.9959215,39335069.78010426
National Protective Services Pty Ltd,Integrated security services,3686,2029-10-01,32947950.52185377,27607321.39660008,37564834.14924642
National Protective Services Pty Ltd,Integrated security services,3686,2029-11-01,32835327.177895565,27617681.335614584,38378296.936901934
National Protective Services Pty Ltd,Integrated security services,3686,2029-12-01,34205483.16561634,28909758.57965987,39141811.73137189
National Protective Services Pty Ltd,Integrated security services,3686,2030-01-01,27297208.40410812,22274385.95174076,32653872.591557235
National Protective Services Pty Ltd,Integrated security services,3686,2030-02-01,30459614.920302004,25285657.436394125,35387391.41348819
National Protective Services Pty Ltd,Integrated security services,3686,2030-03-01,31851780.49409877,26432948.89071245,37116360.66819585
National Protective Services Pty Ltd,Integrated security services,3686,2030-04-01,31262099.80568486,26339433.264436085,36842019.01369234
National Protective Services Pty Ltd,Integrated security services,3686,2030-05-01,34071910.43181527,28601426.536751363,39342528.3823634
National Protective Services Pty Ltd,Integrated security services,3686,2030-06-01,30654746.40020975,25186569.182318974,35867606.23299919
National Protective Services Pty Ltd,Integrated security services,3686,2030-07-01,32291404.25113817,27056517.03926499,37453117.590423785
National Protective Services Pty Ltd,Integrated security services,3686,2030-08-01,31402803.700327497,25936169.91889396,36479949.065164514
National Protective Services Pty Ltd,Integrated security services,3686,2030-09-01,32123386.65877153,26965082.3059128,37378929.02918349
National Protective Services Pty Ltd,Integrated security services,3686,2030-10-01,31297824.96528717,25986395.635926638,36407652.66077843
National Protective Services Pty Ltd,Integrated security services,3686,2030-11-01,32314969.054506607,26591367.1557445,37620635.867787294
National Protective Services Pty Ltd,Integrated security services,3686,2030-12-01,33986654.29133861,28884464.18721833,39267606.76962284
National Protective Services Pty Ltd,Integrated security services,3686,2031-01-01,27785538.07423765,22566603.230033383,32862979.93089647
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-01-01,30383116.41823638,25144613.030402075,35730527.03165794
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-02-01,32321818.77406245,27152945.023659717,37968532.919392936
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-03-01,34882226.38948365,29638620.783766795,40400579.26402862
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-04-01,32892822.073773284,27746475.4534121,38612650.07945613
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-05-01,36344148.815371074,31119492.6001944,41619961.32408016
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-06-01,34424934.75431489,29173757.38800612,39433833.97578442
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-07-01,35741820.10593615,30334550.797761157,41328726.94065522
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-08-01,35314578.88107693,29668265.64023004,40824049.58416989
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-09-01,33306062.7333787,27962349.30482698,39052899.512512274
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-10-01,36401314.63533798,31115479.14921708,42119863.72327611
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-11-01,34418465.09624745,28732590.756042235,39751578.19795019
Nationwide Towing Services,Vehicle tow away and impound services,3585,2025-12-01,36080351.58644285,30935805.10607365,41521170.52112541
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-01-01,30320014.1909952,25031559.47140173,35927435.52671615
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-02-01,32466296.33364301,26902026.07029716,38225209.523894414
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-03-01,34250688.989437394,28995632.585664783,39786801.558033854
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-04-01,32998847.608002197,27325209.47405684,38612278.61458709
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-05-01,33465571.031333476,28260040.411408275,38658753.4329897
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-06-01,33157454.48767621,27441463.258364003,38830812.13537855
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-07-01,36265557.89359157,30324536.386679456,41501310.86014305
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-08-01,34895476.66203,29431308.916654225,40517082.866744
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-09-01,32851791.990754303,27271344.556456536,38018552.9361314
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-10-01,35996140.36722586,29761942.359965656,41577075.8691336
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-11-01,33083779.058385007,27394549.61825733,38351551.42637388
Nationwide Towing Services,Vehicle tow away and impound services,3585,2026-12-01,33810339.34867754,28740533.98625952,39177368.810168296
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-01-01,30300712.57823655,24915737.767403677,35652019.5752441
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-02-01,32616668.776978973,27149686.98411215,38005897.201867655
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-03-01,33603858.89416999,28650463.90695747,39151055.70467763
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-04-01,33066416.088138856,27024943.22973808,38564910.073659
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-05-01,30574999.035575982,24965422.990834653,36230520.27282186
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-06-01,31937880.01412942,26712532.343072623,37445253.44577071
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-07-01,36810466.81825537,31309973.406473648,42124034.292767376
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-08-01,34467830.02074248,28751986.76990388,39458145.59571421
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-09-01,32388462.468595035,27214422.085399088,38225022.218602754
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-10-01,35565900.98272037,30346063.320868004,40992803.90183629
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-11-01,31724222.09323136,26387912.46925736,37086286.16857948
Nationwide Towing Services,Vehicle tow away and impound services,3585,2027-12-01,31565252.071032166,26046712.01263864,36814538.66094904
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-01-01,30324584.652289964,25211036.36530119,35905534.12830521
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-02-01,32771540.814897403,27843964.336742904,38292275.56264293
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-03-01,32571596.63423197,26751402.996594667,37971025.36918731
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-04-01,29821304.653790936,24410807.831492607,35467166.41014
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-05-01,36280655.90884136,31146745.633648597,41470860.85745424
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-06-01,32811750.285026196,27307618.22163258,38472344.57984457
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-07-01,32313052.73716117,26850071.48466726,37804292.63199491
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-08-01,32798275.71743801,26980702.567541897,38164469.89429096
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-09-01,30824087.641008627,25573726.458450127,36084245.44196673
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-10-01,33853774.862645105,28586643.42324661,39264885.9882489
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-11-01,32799233.198741704,27500513.648469266,38051591.71207343
Nationwide Towing Services,Vehicle tow away and impound services,3585,2028-12-01,35445448.07379006,29866830.377484355,40907516.42218439
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-01-01,27455044.564203136,22064511.48206973,33309058.75098687
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-02-01,29393679.07088313,23631012.09452997,34911390.32573027
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-03-01,31954025.403196752,26338893.220631786,37060606.136403695
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-04-01,29964553.23822093,24014892.49813394,35236106.156150416
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-05-01,33415814.319230016,28579573.93364456,38965061.39373314
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-06-01,31496532.40895468,26174495.76278792,37159360.265606895
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-07-01,32813352.100035887,27519853.17146616,38315168.77896369
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-08-01,32386043.025741503,27082005.85701092,37672722.81025451
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-09-01,30377459.028594755,24803576.89995992,35849266.39041941
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-10-01,33472645.269906897,28324914.974214207,39065879.05958174
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-11-01,31489727.881237306,26140837.91752497,37571715.43748143
Nationwide Towing Services,Vehicle tow away and impound services,3585,2029-12-01,33151548.710567053,27723803.619655635,38676569.68223814
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-01-01,27391143.465506963,21437781.763315003,32994078.971091628
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-02-01,29537357.75856607,23845181.175209496,34902193.1132723
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-03-01,31321689.130695663,25798909.61713922,36627474.462191954
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-04-01,30069779.89949562,24471387.55205499,35402336.41047441
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-05-01,30536437.66189194,24837920.521487225,35601095.064945154
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-06-01,30228253.26858901,24909684.92175389,35417042.88265765
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-07-01,33336291.01335265,27844343.17889596,38705463.90924375
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-08-01,31966141.931915287,26255136.10909597,37204109.96193433
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-09-01,29922389.410802305,24664868.51974848,35366014.2360223
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-10-01,33066672.12614595,27389758.045266565,38491861.34120067
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-11-01,30154242.967260435,24885541.02755929,35230304.08527907
Nationwide Towing Services,Vehicle tow away and impound services,3585,2030-12-01,30880737.596217763,25179018.87345973,36249645.13842319
Nationwide Towing Services,Vehicle tow away and impound services,3585,2031-01-01,27371042.97587689,22319078.628187712,32779091.95547508
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-01-01,28870085.27496752,22831528.08926515,33985019.17266373
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-02-01,33485611.21200917,28333838.27926302,39113003.33606497
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-03-01,36047970.68897793,30647004.26375485,41458539.98104836
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-04-01,35439149.88036397,30430339.7650702,40796411.53375797
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-05-01,37686154.47564975,32238981.97763919,43365160.86672423
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-06-01,34406046.08718179,28507946.963425696,39823765.407562844
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-07-01,35955758.88025818,30041512.94606236,41165179.21298807
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-08-01,35471667.806818195,29918237.0854895,41055115.43898243
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-09-01,34130213.0419399,28644652.634211577,39197817.79067801
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-10-01,35351323.68557341,30081370.123689536,40442031.563734666
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-11-01,35165925.10180996,29877100.42829066,41025745.8827126
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2025-12-01,37090530.03366994,31554354.543018475,42387408.160031885
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-01-01,29798470.62967751,23948804.84661899,34863541.901796795
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-02-01,31842384.164972425,26651200.44015594,37563251.782059625
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-03-01,37180919.94427154,31587640.0777357,42503344.47766224
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-04-01,33186473.67311608,27736019.0572321,38751117.9619713
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-05-01,36879046.59198903,31352738.631031163,41918213.05036985
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-06-01,34652551.72817486,29121115.096083254,40369209.14657192
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-07-01,34566516.94023519,29034251.909601595,39990835.47699544
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-08-01,36336494.42208174,30872598.6989235,42031146.90287847
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-09-01,32681327.061367005,27643850.877301283,38367236.60547675
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-10-01,35281388.61401448,29932368.70960768,40582337.67956893
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-11-01,34034272.24870617,28577162.83549441,39399087.98011241
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2026-12-01,35712488.21670903,30372306.569616724,41448665.11930382
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-01-01,30734569.679577958,25262217.072684538,35725166.03575638
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-02-01,30200100.582530238,24802905.965356328,35872088.17386347
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-03-01,38293566.9293319,33265212.4049847,43707106.6574758
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-04-01,30911005.540303923,25592014.78664523,36453320.20662321
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-05-01,36098664.98701696,31087614.63924284,41327218.3373564
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-06-01,34903798.27842406,29703330.10600471,40626962.83281555
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-07-01,33186292.008708656,28032934.001242373,38865286.462439135
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-08-01,37197183.01423542,31706662.720907275,42544196.61492361
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-09-01,31218415.378895614,26013232.9843287,36836506.232302405
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-10-01,35206907.81652388,29908175.05945713,40531297.35997709
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-11-01,32892031.57499672,26701273.02775975,38611410.19261556
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2027-12-01,34359819.96781067,28874646.852511685,39434092.59789743
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-01-01,31677083.95535299,26026928.184498973,36683703.41917788
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-02-01,28559054.263894632,23061948.9127407,33958890.24028732
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-03-01,32575020.96892829,27034758.07326451,37756973.266659856
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-04-01,35346394.713943,29451827.28280573,40337014.42644064
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-05-01,36198367.91998647,30747109.52152313,41703554.26865299
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-06-01,31843769.47049984,26512451.225417607,37423059.79370835
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-07-01,35032424.82071905,29366713.53336477,40989535.504951485
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-08-01,32282528.945785623,26933845.89305018,38489944.138522126
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-09-01,33243013.29838161,27778554.24549733,38583677.84498236
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-10-01,33095189.795671143,27264796.36631804,38540491.1198927
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-11-01,33964259.81252373,28660504.485364933,38994562.201414086
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2028-12-01,36171027.62184988,30827766.860608514,41884557.64675691
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-01-01,26547587.296607748,20866901.30632605,32234005.138850264
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-02-01,31162847.955936667,25955127.870161623,36763555.255705215
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-03-01,33724967.82720104,28495322.527958944,39438251.57347838
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-04-01,33115881.740620773,27572041.03786676,38286238.9530271
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-05-01,35362629.61525898,29564221.66883764,41257027.2831757
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-06-01,32082255.948531806,26604687.603871293,37548320.75821743
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-07-01,33631712.02069844,28280011.35276982,38923016.26138239
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-08-01,33147355.6686625,27974089.826803178,38586784.599255785
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-09-01,31805635.625191327,26710881.5114756,37312854.83027466
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-10-01,33026489.54730197,27481309.148009244,38682278.562147
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-11-01,32840825.68509208,27222701.162318908,38549688.6971379
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2029-12-01,34765173.895899855,29613257.13627636,39872754.26658863
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-01-01,27472849.213142496,22264907.91253685,32566011.14391914
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-02-01,29516497.469687466,24182299.710707493,34955233.67699105
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-03-01,34854793.64226997,29611838.877915524,40381871.39298359
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-04-01,30860082.09221596,25301001.18401129,36660718.307263605
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-05-01,34552398.28946642,29305455.06472648,40015275.728590526
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-06-01,32325638.146609437,26834819.167403527,37815079.75556873
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-07-01,32239346.636827305,26756584.98720724,37668240.15586716
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-08-01,34009058.8394424,28560732.356564943,39133707.14342094
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-09-01,30353626.20006031,24933576.309973683,36146838.59875349
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-10-01,32953431.03140296,27663058.09350481,38687508.32734236
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-11-01,31706049.387372088,25898454.21268941,37181370.01379755
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2030-12-01,33384008.63402465,27778057.57718496,38792417.73200244
Programmed Facility Management Pty Ltd,Building maintenance services,3630,2031-01-01,28405824.8181064,22718898.551954847,33631133.17283334
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-01-01,28664239.831447285,23892645.983846966,33982938.20879838
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-02-01,32132865.38478719,27175704.901723336,37293862.48147692
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-03-01,36451076.12313632,31399631.84863072,41821446.00169151
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-04-01,34344887.32413695,28663956.63541563,39734073.53000935
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-05-01,34978233.079550244,29786472.49106735,40362199.41491672
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-06-01,35141119.94093945,30003895.076449517,40161784.68719874
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-07-01,35660869.74512582,30069935.87063051,41496665.03121157
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-08-01,37455260.0534404,31640002.29696089,42994514.63754189
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-09-01,34325118.99663517,29140621.88704867,39871086.56764562
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-10-01,35581012.87881238,30809606.387149077,40654591.14064497
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-11-01,35159476.61629904,29894978.11835629,40392340.45891788
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2025-12-01,34552448.11667766,29469449.188324448,39678917.79179098
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-01-01,28175649.44192588,22985304.798606243,33442071.832103547
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-02-01,32666717.34542125,27439715.989061806,37590745.38125025
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-03-01,34957783.27220587,29590782.81367779,40123023.662165456
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-04-01,33973569.34241891,28812420.292672645,39515931.54238817
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-05-01,34798950.775560744,29754512.041397195,40090103.884480566
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-06-01,34614832.737966165,29677529.26913481,39871691.12103253
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-07-01,34533528.99207393,29120068.648990046,39760196.70187552
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-08-01,38054047.05284604,33120022.995031323,43417029.84225738
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-09-01,32823827.8104938,27855162.325065557,37785503.550277375
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-10-01,35497768.55630725,30547748.988281507,40644280.50257214
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-11-01,35176293.36030039,29763582.59624354,40316621.48618466
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2026-12-01,33144285.038123246,27979709.51020299,38489480.09459609
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-01-01,27711046.407421924,22531842.14181736,32966164.074187044
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-02-01,33193686.99959294,27533170.14180962,38283386.27235532
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-03-01,33455886.205126103,28426089.444992486,38612428.16359653
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-04-01,33616364.099538855,28724729.056860294,39092568.44118986
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-05-01,34618321.93807776,29061937.99637981,39867202.09927857
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-06-01,34079338.17046614,29090155.86972887,39427975.06186472
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-07-01,33417708.162325192,28087137.07744773,38499644.52031153
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-08-01,38647801.74888389,33335260.21472292,44005926.24722866
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-09-01,31317520.003337134,26009618.19943313,36636474.96744779
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-10-01,35427060.555898026,30462244.642645933,40731430.29741222
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-11-01,35178749.7857307,29893211.880517125,40190723.26866521
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2027-12-01,31733140.13639431,26907324.710581478,37023739.94608364
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-01-01,27270357.55966339,21831173.30255924,32326333.346402887
